test	text	postcode
DCPS:2865013056	Holy Trinity Church, Trinity Road, (corner of Trinity Crescent)	
DCPS:2171695336	William Batchelor House, Leicester Row, Coventry	CV1 4LJ
DCPS:3521109676	Jaguar Bowls Club, Kinlet Close, Coventry	CV6 3LS
DCPS:3655764339	Southfields Primary School, East Street, Coventry	CV1 5LS
DCPS:3158392413	Tredegar Centre, 333 Morville Street, London	E3 2DZ
DCPS:1397348267	Belsize Synagogue, Belsize Square	NW3 4HX
DCPS:1450774797	Holy Trinity & St Matthias Church, Church Lobby, Holy Trinity Church, 51 Trinity Rise	SW2 2QP
DCPS:3704787648	Cambridge Park Bowling & Sports Club, Cambridge Park, Twickenham	TW1 2PG
DCPS:4269266049	Pantyffordd Community Centre, Aberhenwaun Uchaf, Onllwyn, Neath	SA10 9BS
DCPS:3221283682	Gosford Park Childrens Centre, Humber Avenue, Off St. George`s Road, Coventry	CV1 2SF
DCPS:4190930444	The Council House, Room 21, Earl Street, Coventry	CV1 5RR
DCPS:1291778477	Traethmelyn Primary School, Southdown View, Sandfields	SA12 7AH
DCPS:2599315170	Holyhead Road United Reformed Church, Holyhead Road, Coventry	CV6 1QL
DCPS:3479317759	St. Christopher Primary School, Allesley Old Road, Coventry	CV5 9JG
DCPS:1152333678	Village Hall, 15 Coles Lane, Linton	CB21 4JS
DCPS:1783494740	ORCHARD ESTATE COMMUNITY CENTRE, 150-152 BROADMEAD ROAD, WOODFORD GREEN	IG8 0JJ
DCPS:2427612851	Grantchester Communal Centre, Tabrum Close, Grantchester	CB3 9NW
DCPS:2313271857	Everyone Active Acton Centre, Acton Town Hall, High Street, London	W3 6NE
DCPS:4044580842	St. Margaret`s Church, Argyll Street, Coventry	CV2 4EB
DCPS:2563535181	Churchill Hall, Churchill Gardens, Glasgow Terrace	SW1V 3HS
DCPS:3389837874	Holmwood Hall, Wallington United Reformed Church, Holmwood Gardens, Wallington, SM6 0EU, Holmwood Hall,	
DCPS:3097476159	Christ Church C E Primary School, Redhill Street	NW1 4BD
DCPS:2617150932	SOAR CENTRE, TYLACELYN ROAD, PENYGRAIG, TONYPANDY	CF40 1JZ
DCPS:3594141340	Portacabin, Corner of Broad Park Road and, Ellacombe Road, Coventry	CV2 1DB
DCPS:1020512241	Portacabin, Grace Academy, Wigston Road, Coventry	CV2 2RH
DCPS:3437837905	Drovers Day Centre, North Road, London	N7 9EY
DCPS:1104806156	TREF-Y-RHYG PRIMARY SCHOOL, LLANTRISANT ROAD, TONYREFAIL, PORTH	CF39 8PR
DCPS:1012436804	Stoke Primary School, Briton Road, Coventry	CV2 4LF
DCPS:4277454388	Grange Farm Primary School, Dewsbury Avenue, Coventry	CV3 6NF
DCPS:3178664171	Mission Hall, Lonlas Avenue, Skewen, Neath	SA10 6RT
DCPS:1656778081	Portacabin, Corner of Brentwood Avenue and, Howes Lane, Coventry	CV3 6PJ
DCPS:1028026618	Balham Community Church, (The Kalos Centre), 48 Endlesham Road	
DCPS:3845178594	Cannon Park Primary School, Bransford Avenue, Coventry	CV4 7PS
DCPS:2204182748	Woodside Avenue Methodist Church, Woodside Avenue South, Coventry	CV3 6BE
DCPS:3638949878	St. Christopher Christian Fellowship Church Hall, 31A Torridon Road	SE6 1AQ
DCPS:2598889503	Brightwalton Village Hall Brightwalton Newbury	RG20 7BN
DCPS:1315149815	Civic Suite, Lewisham Town Hall, Catford Road	SE6 4RU
DCPS:1426068760	Caravan, Outside St Michael’s & All Angels, Priory Avenue, London	
DCPS:3256424669	St. Bartholomews Church, Westwood Hill	SE26 6QR
DCPS:1527652036	Duke's Meadow Community Centre, Alexandra Gardens, Chiswick	W4 2RZ
DCPS:3699186148	Beecroft Garden Primary School, Beecroft Road	SE4 2BS
DCPS:3849270476	St. Joseph`s Catholic Primary School, Dobbin Close, Harrow	
DCPS:1707606772	Community Education Lewisham, Brockley Rise Centre, Entrance in Brockley Park	SE23 1PR
DCPS:2663390786	Mardyke Community Centre, South Street, Rainham	
DCPS:2526839672	Durning Library, 167 Kennington Lane, London	SE11 4HF
DCPS:2902786905	St Edmund`s Church Hall, Mitchley Avenue, Purley, Surrey	
DCPS:1037792042	Tolworth Recreation Centre, Fullers Way, North Surbiton	KT6 7LQ
DCPS:1105757809	WATTSTOWN COMMUNITY CENTRE, VICTORIA TERRACE, WATTSTOWN, PORTH	CF39 0PE
DCPS:2545796940	St. Stephen's Church Hall, St. Stephen's Grove	SE13 5JA
DCPS:2971912832	St Hilary Village Hall, St. Hilary, Cowbridge	CF71 7DP
DCPS:2828984788	EALING LIBERAL SYNAGOGUE LYNTON AVENUE WEST EALING W13	
DCPS:2975993949	Community Hall, Piper Road, Kingston upon Thames	KT1 3EX
DCPS:3170059286	Our Lady of Victories Primary School, Clareville Street, London	SW7 5AQ
DCPS:3921125769	All Saint Church Hall School Room - Station A, Victoria Square, Penarth	CF64 3EH
DCPS:2085006867	Brondesbury Christian Centre, Iverson Road	NW6 2QT
DCPS:2698502282	Kelvin Grove Primary School, Kelvin Grove	SE26 6BB
DCPS:1564951219	St. Marys C of E Primary School, 329 Lewisham High Street	SE13 6NX
DCPS:4022949696	Kingsgate Community Centre, Kingsgate Road	NW6 2JH
DCPS:1602463935	Portacabin in Entrance to, Hilly Fields, Hilly Fields Crescent	SE4 1QA
DCPS:4020213952	Portakabin on approach to Hither Green Railway Station, Staplehurst Road	SE13 5NB
DCPS:3027678063	Portakabin adjacent to the allotments, Hafton Road	SE6 1LW
DCPS:3628446511	MORLAIS HALL, NORTH ROAD, FERNDALE, RHONDDA	
DCPS:3825729169	LLWYNCELYN INFANTS SCHOOL, OFF HEATHER WAY, LLWYNCELYN, PORTH	CF39 9TL
DCPS:3547376266	Bensham Manor School, Ecclesbourne Road, Thornton Heath, Surrey	
DCPS:2891404874	Ringway Centre,, 268 Baring Road	SE12 0DS
DCPS:1319933605	David Weir Leisure Centre, Middleton Road, Carshalton, SM5 1SL, David Weir	
DCPS:3221796792	St. James Church Hall, Westcotes, Coventry	CV4 9BD
DCPS:3960033146	The Garage, 96 Fairdene Road, Coulsdon, Surrey	
DCPS:2549898243	Mozart Drive Community Centre, Mozart Drive, Sandfields, Port Talbot	SA12 7UA
DCPS:4151004596	St. Helen's Parish Hall, Wyndham Street, Barry	CF63 4ET
DCPS:2811315610	Addington Community Association, Central Parade, New Addington, Croydon	
DCPS:3498357994	The Winchester Room at The Turks Head, 28 Winchester Road, Twickenham	TW1 1LF
DCPS:2053956253	St Edwards School, Green Street, Upton Park, London	
DCPS:2599431671	CALFARIA BAPTIST CHURCH, HEOLGERRIG, MERTHYR TYDFIL	
DCPS:1180461963	Central Park Primary School, Central Park Road, East Ham, London	
DCPS:3672128180	Beormund Community Centre, 177 Abbey Street, London	SE1 2AN
DCPS:2776908500	Lathom Junior School, Lathom Road, East Ham, London	
DCPS:1153900009	The Salvation Army, 42 Wakefield Street, East Ham, London	
DCPS:3251026252	Llandow Villiage Hall, Llandow, Cowbridge	CF71 7NT
DCPS:4105250580	Murray Suite Town Hall, Milford Haven, Town Hall, Hamilton Terrace, Milford Haven	SA73 3JW
DCPS:1602338775	Newham Register Office, Passmore Edwards Building, 207 Plashet Grove, East Ham	
DCPS:3812237815	Youth Centre - Llantwit major - Station B, adj to St. Illtyd's School, Station Road, Llantwit Major,	
DCPS:1374601794	Kensington Primary School, Kensington Avenue, Manor Park, London	
DCPS:1977775882	Brampton Primary School, Masterman Road, East Ham	
DCPS:3322044530	High Street South Methodist Church, High Street South, East Ham, London	
DCPS:1324181638	Herne Hill Baptist Church, Half Moon Lane	SE24 9HU
DCPS:2926385540	St Pauls Church Hall, Tiverton Road, Ruislip, Middlesex	HA4 0BP
DCPS:2215544799	Central Junior School, Broad Street, Port Talbot	SA13 1SF
DCPS:1915571690	St Francis Church, Tedder Road, Monks Hill, Croydon	
DCPS:3989949369	The Epicentre, 41 West Street, London	E11 4LJ
DCPS:3385427319	ST AUGUSTINES ROMAN CATHOLIC INFANT SCHOOL, LOUDOUN AVENUE, BARKINGSIDE, ILFORD	IG6 1AX
DCPS:1369747510	Shouldham Street, London	W1H 5TJ
DCPS:2675831829	Shirley Library, Wickham, Road/Hartland Way, Croydon,	
DCPS:3187204979	Muswell Hill Library, Queens Avenue, London	N10 3PE
DCPS:2506774513	Highfield Towers Community Hall, Hillrise Road, Collier Row	
DCPS:3860536563	All Saints Parish Hall, Saints Drive, Forest Gate, London	
DCPS:3129035445	Twickenham Library, Garfield Road, Twickenham	TW1 3JT
DCPS:1482212959	Avenue Primary School, Meanley Road, Manor Park, London	
DCPS:2186698745	Acacia Nursery School, Cecil Road, London	E11 3HE
DCPS:1021181205	All Saints Church Hall, 47 Melbourne Road, London	E10 7HF
DCPS:1974302839	Belmont Park School, 101 Leyton Green Road, London	E10 6DB
DCPS:2461547926	All Saints Church, Putney Common, London	
DCPS:1852477817	Rush Croft Foundation School, Rushcroft Road, London	E4 8SG
DCPS:1037650886	Six Mile Bottom Sports & Social Club, Brinkley Road, Six Mile Bottom CB8	
DCPS:3751077610	Fairchildes Primary School, Nursery, Fairchildes Avenue, New Addington	
DCPS:3199675341	CAPCOCH PRIMARY SCHOOL, SCHOOL STREET, ABERCWMBOI, ABERDARE	CF44 6AD
DCPS:1600651851	Chingford Mount Baptist Church, 1A Leadale Avenue, Chingford, London	E4 8AT
DCPS:2007642974	Dame Tipping Church of England Primary School, North Road, Havering-Atte-Bower	
DCPS:2587039251	Connaught School Annexe, Madeira Road Leytonstone	E11 4AG
DCPS:2237573747	Beddington Infants’ School, 269 Croydon Road, Wallington, SM6 7LF, Beddington Infants’	
DCPS:1912185248	The Asta Centre, 14A Camel Road, Silvertown, London	
DCPS:2744568158	PARK BAPTIST CHURCH, THE WALK, MERTHYR TYDFIL	CF47 8RS
DCPS:4025524304	Crowndale Centre District Housing Office (DHO) Reception Area, Eversholt Street	NW1 1BD
DCPS:1512107446	North Woolwich Learning Zone, 78 Albert Road, North Woolwich, London	
DCPS:3700507982	St Pauls Church Centre, Burges Road, East Ham, London	
DCPS:3546250959	Altmore Infants School, Altmore Avenue, East Ham, London	
DCPS:2842068155	Cricket Pavilion, John Innes Recreation Ground, Cannon Hill Lane	
DCPS:3109881673	Cundy Community Centre, Hartington Road, Custom House	
DCPS:1344017560	St Joachims Catholic Primary School and Nursery, Shipman Road, Custom House, London	
DCPS:1529639818	Mitchley Road Halls, Mitchley Road, London	N17 9HG
DCPS:4217238263	Village Institute, 24 High Street, Longstanton	CB24 3BS
DCPS:3031927768	Ellen Wilkinson Primary School, Tollgate Road, Beckton, London	
DCPS:3332305939	ST DONATS CHURCH, CARDIFF ROAD, ABERCYNON, MOUNTAIN ASH	CF45 4PL
DCPS:3635540605	Star Primary School, Star Lane, Canning Town, London	
DCPS:3594288352	Harry Gosling Primary School, Fairclough Street, London	E1 1NT
DCPS:1560234154	Clapham Youth Centre, 61 Lyham Road, London	SW2 5DH
DCPS:2130527100	Godwin and Crowndale Community Hall, Crowndale Road	NW1 1NN
DCPS:4155180946	St Lukes School, Ruscoe Road, Canning Town, London	
DCPS:2134421759	Keir Hardie Methodist Church, 14 Plymouth Road, London	
DCPS:3135734995	Crymych Market Hall, Crymych, SA41	
DCPS:1431893612	Capital East Business Suite, 21 Western Gateway, Silvertown, London	
DCPS:3257413711	Maryland Primary School, Gurney Road, Stratford, London	
DCPS:1119579253	Woodland St Mary Village Hall Ermin Street Woodlands St Mary Hungerford	RG17 7SL
DCPS:1864008807	Church Hall Pilgrims` Union Church of God, Aldis Street, London	
DCPS:3145863679	St Marks Church, Lorne Road, Forest Gate, London	
DCPS:4015033390	University of East London - Students Union, Stratford Campus, University House, Romford Road	
DCPS:2699402522	TONYPANDY PRIMARY SCHOOL, PRIMROSE STREET, TONYPANDY	CF40 1BQ
DCPS:3232650057	Park Primary School, Mathews Park Avenue, Stratford, London	
DCPS:4019686685	Betty Strathern Centre, 41 Myrtle Road, Romford	
DCPS:3634738483	Woodgrange Baptist Church, 345 Romford Road, Forest Gate, London	
DCPS:2984210089	ST GABRIEL'S CHURCH HALL NOEL ROAD W3	
DCPS:1121098134	Campbell Hall Elmhurst School, Upton Park Road, Forest Gate, London	
DCPS:2119080964	St. George`s Church, Pinner View, Harrow	
DCPS:1054323686	Golden Grove School, Orange Way, Pembroke, Pembroke	SA71 4DP
DCPS:2057433994	St Peter's London Docks Primary School, Garnet Street, London	E1W 3QT
DCPS:1583154382	Coteford Infants School, Fore Street, Eastcote, Middlesex	HA5 2HX
DCPS:3053342246	Scout Group Hall, Whitehall Gardens, London	E4 6EH
DCPS:1077203893	Southern Road Primary School, Southern Road, Plaistow, London	
DCPS:1067978917	St Joseph`s Catholic Church Hall, 218 Roehampton Lane, London	
DCPS:3180967623	Llanddewi Velfrey Village Hall, Llanddewi Velfrey	SA67 7PG
DCPS:1556290582	Archbishop Sumner Ce Primary School, Reedworth Street, London	SE11 4PH
DCPS:2605674556	Pensioners Hall, Melincourt, Neath	SA11 4BW
DCPS:3206420431	Carpenters Tenants Management Organisation, 17 Doran Walk, Stratford, London	
DCPS:2181322755	Celtic Way Community Centre, Celtic Way, Rhoose	CF62 3FT
DCPS:1506342048	Millbrook Baptist Church Hall, Testwood Road	
DCPS:2078862632	Eastbury Community School Rosslyn Road Barking Essex	IG11 9UH
DCPS:3865841166	St Marys And St Ethelburga's Catholic Church Linton Road Barking Essex	IG11 8HG
DCPS:1004890480	Bevington Primary School, Bevington Road, London	W10 5TW
DCPS:2217683074	Open Door Community Centre, Beaumont Road, London	
DCPS:1806506218	St Georges Church Rogers Road Dagenham Essex	RM10 8JX
DCPS:2418381789	Richard Alibon Primary School Alibon Road Dagenham Essex	RM10 8DF
DCPS:1881867028	Osborne Square Church Osborne Square Dagenham Essex	RM9 5BA
DCPS:4249145883	Parsloes Primary School Spurling Road Dagenham Essex	RM9 5RH
DCPS:2182248961	Balham Pentecostal Church, 18 Balham New Road, London	
DCPS:1904423107	COPPICE PRIMARY SCHOOL, MANFORD WAY, CHIGWELL	IG7 4AL
DCPS:3606155559	Anchor Congregational Church, Garratt Lane, (adjacent to John Pounds House, 271 Garratt Lane)	
DCPS:3140111677	St Davids City Hall (main Hall), High Street, St Davids, Haverfordwest	SA62 6SP
DCPS:2363278817	Kingswood House, Seeley Drive	SE21 8QR
DCPS:3811838095	Lampton Children's Centre, Neville Close (off Lampton Road), Hounslow	TW3 4DN
DCPS:2869801305	NURSERY BLOCK DERWENTWATER PRIMARY SCHOOL SHAKESPEARE ROAD	W3 6SA
DCPS:3777766671	BETHEL CHAPEL HALL, CARDIFF ROAD, HAWTHORN, PONTYPRIDD	CF37 5RF
DCPS:1235524344	Youth Hostel Association, Mankinholes Bank, Todmorden	OL14 6HR
DCPS:3546069577	Andover Estate Community Centre, Corker Walk, London	N7 7RY
DCPS:2620427894	Chobham Academy, 40 Cheering Lane, London	
DCPS:2633388136	Manor Primary School, Richardson Road, Stratford, London	
DCPS:1657282302	Vicarage Lane Community Centre, Govier Close, Stratford, London	
DCPS:3059318756	COMMUNITY CENTRE TYLAGARW, TYLAGARW, LLANHARRY, PONTYCLUN	CF72 9EU
DCPS:3853301956	Peabody Hill Community Centre, Peabody Hill, London	SE21 8LA
DCPS:3270817451	Erkenwald Tuition Centre, Marlborough Road	RM8 2HU
DCPS:2279004508	Forest Row Centre, Lodge Lane, Romford	
DCPS:1687621403	Ripple Centre 121 - 125 Ripple Road Barking Essex	IG11 7FN
DCPS:3321600341	Crown Lane Primary School, Crown Lane, Streatham, London	SW16 3HX
DCPS:3947464801	Dawson Christian Centre 330 Hedgemans Road Dagenham Essex	RM9 6BX
DCPS:1253056882	St Barnabas` Church Hall, Merton Road, London	
DCPS:2549215799	Harmony House Baden Powell Close Dagenham Essex	RM9 6XN
DCPS:4187169098	Arden House Nursery & Children's Centre 198 Longbridge Road Barking Essex	IG11 8SY
DCPS:2237924964	Downsell Primary School, Downsell Road, London	E15 2BS
DCPS:2560795880	Emmanuel Church Hall, Grand Avenue, Surbiton	KT5 9HU
DCPS:3656765806	ST MARTIN'S CHURCH HALL HALE GARDENS W3	
DCPS:2383123748	Hayes and Harlington Community Association, Albert Road, Hayes, Middlesex	UB3 4HR
DCPS:3779152282	MAYFIELD ROAD CHURCH HALL, MAYFIELD ROAD, WHITEROCK, PONTYPRIDD	CF37 2HA
DCPS:3507258031	Ted Ball Hall 67 Neasham Road Dagenham Essex	RM8 2LU
DCPS:2268554019	St Teresas Primary School Bowes Road Dagenham Essex	RM8 2XJ
DCPS:3001562539	Strand on the Green Infant & Nursery Sch, Thames Road, Chiswick	W4 3NX
DCPS:2779466222	HOLY TRINITY CHURCH HALL, HERMON HILL, LONDON	E18 1QQ
DCPS:2147611938	St Marys Church Hall Grafton Road Dagenham Essex	RM8 3ET
DCPS:2861326835	Thames View Hall Bastable Avenue Barking Essex	IG11 0LG
DCPS:3626735594	LINKS PROJECT 8-10 CARLTON ROAD LONDON	W4 5DY
DCPS:3120753690	Rivergate Centre Minter Road Barking Essex	IG11 0FJ
DCPS:2152337509	Freystrop Village Hall, Freystrop, Haverfordwest	SA62 4HA
DCPS:1099380655	Education Suite - Visitors Centre Becontree Avenue Dagenham Essex	RM8 3AX
DCPS:3349493672	Elim Christian Centre, Park Road	
DCPS:4215939464	Henry Green Primary School Entrance on Chittys Lane Dagenham Essex	RM8 1UR
DCPS:3807963469	Grafton Primary School rear access Stanhope Road Dagenham Essex	RM8 3DJ
DCPS:4174619454	Brynhyfryd Primary School, Giant's Grave Road, Briton Ferry	SA11 2ND
DCPS:4238646212	Marks Gate Baptist Church Bardfield Avenue Romford Essex	RM6 5HT
DCPS:1009779537	United Reform Church 113 Mill Lane Chadwell Heath Romford Essex	RM6 6RS
DCPS:2593252434	Devas Club, Stormont Road, London	
DCPS:1152240677	Cowbridge Lesser Hall, Station A, Town Hall, Cowbridge	CF71 7AD
DCPS:1569207108	Exmouth Hall, Brayford Square Entrance, London	E1 0SG
DCPS:4217409239	Kagyu Samye Dzong London, Tibetan Buddhist Meditation Centre, 15 Spa Road, London	SE16 3SA
DCPS:1895554796	Oxford Gardens Primary School, Oxford Gardens, London	W10 6NF
DCPS:4241820550	Becontree Heath Methodist Church The Broadway Dagenham Essex	RM8 1DZ
DCPS:3993283056	Shirley Community Centre, Association, Shrublands Avenue,, Croydon,	
DCPS:2695833263	Five Elms Primary School Wood Lane Dagenham Essex	RM9 5TB
DCPS:2980136831	Cadoxton Moors Community Centre, Henry Street, Rear Of Edmund Place, Barry	CF63 2NX
DCPS:2879499700	Gidea Park Methodist Church, 398 Brentwood Road, Romford	
DCPS:2265567003	Thomas Arnold Primary School Rowdowns Road Dagenham Essex	RM10 6NH
DCPS:3622503957	Silverlock Tenants Hall, Warndon Street, (Off Rotherhithe New Rd)	SE16 2SB
DCPS:2395007144	Litlington Village Hall, Meeting Lane, Litlington	SG8 0QF
DCPS:1093335468	New Testament Church of God, Arcadian Gardens, High Road, London	N22 5AA
DCPS:2627525868	The Teresa Greene Centre 25 - 29 Leys Avenue Dagenham Essex	RM10 9YP
DCPS:2836296861	The Haven Day Centre, 20A Waltheof Gardens, London	N17 7DX
DCPS:4015414788	CHURCH HALL (LLANHARAN), DANYGRAIG ROAD, LLANHARAN	CF72 9NX
DCPS:1861790326	Burdwood Community Centre Station Road Thatcham	RG19 4YA
DCPS:4246146418	ST TERESAS PRESBYTERY, EASTERN AVENUE, ILFORD	IG2 7HZ
DCPS:1932878698	Gamlingay Community Eco Hub, Stocks Lane, Gamlingay	SG19 3JR
DCPS:1826139116	Knights Youth Centre, 27 Streatham Place, London	SW2 4QQ
DCPS:1561730120	Richmond and Putney Unitarian Church, Ormond Road, Richmond	TW10 6TH
DCPS:3350511826	Camrose Baptist Chapel Vestry, Camrose, Haverfordwest	SA62 6JA
DCPS:1571717976	St Bede`s Catholic Infant & Nursery School, Thornton Road, London	SW12 0LF
DCPS:3067854614	Algernon Road, Hendon, London	NW4 3TA
DCPS:2618567089	6 Athenaeum Road, Whetstone, London	N20 9AE
DCPS:2441191724	The Ridgeway, Mill Hill, London	NW7 1QU
DCPS:3907317579	Sacred Heart Parish Hall, Edge Hill, London	
DCPS:1914095630	North Harrow Homeguard Club, Car Park Off Pinner Road, North Harrow	
DCPS:2451372142	Michael Coptic Orthodox, Church Hall, Cranbourne Gardens, London, NW11 OHU, NW11 OHU	
DCPS:2278230678	ILAN COMMUNITY CENTRE, GLYNTAFF ESTATE, RHYDYFELIN, PONTYPRIDD	CF37 5HL
DCPS:2247079993	1-3 The Drive, Golders Green, London	NW11 9SP
DCPS:3362038441	Holy Trinity Church, The Green, Twickenham	TW2 5TS
DCPS:3549764165	Bennett House, Sunningfields Road, Hendon	NW4 4QR
DCPS:3770422237	Chatham Hall, 152 Northcote Road, (opposite Northcote Library)	
DCPS:3279818834	ENGLISH CONGREGATIONAL CHURCH, TREBANOG ROAD, TREBANOG, PORTH	
DCPS:1213314360	BLAIR PEACH PRIMARY SCHOOL BEACONSFIELD ROAD SOUTHALL	
DCPS:4074473267	Stanhope Avenue, Finchley, London	N3 3QL
DCPS:3427372348	136A Willifield Way, London	NW11 6YD
DCPS:1726940836	64 Barnet Road, Arkley, Hertfordshire	EN5 3EY
DCPS:1739969725	20 Daws Lane, Mill Hill, London	NW7 4SL
DCPS:1024806576	Free Church Hall, High Street, Sawston	CB22 2BG
DCPS:4175056081	Millbrook Christian Centre, Wimpson Lane/ Kendal Avenue	
DCPS:3348206593	Bell Lane, Hendon, London	NW4 2AS
DCPS:2661887695	The Scout Hall, Darwin Road Playing Fields, Darwin Road, Port Talbot	SA12 6BS
DCPS:2642194542	226 High Road, Finchley, London	N2 9BB
DCPS:3599430181	The Rhos Community Hall, The Rhos, Haverfordwest	SA62 4AU
DCPS:3127736215	Roseberry Drive, Off Broadfields Avenue, Edgware, Middx	HA8 8JP
DCPS:1237598605	Stanford Road, Friern Barnet, London	N11 3HX
DCPS:3322472485	JUBILEE HALL GREEN MAN GARDENS LONDON	W13 0SE
DCPS:3725616874	Bessemer Grange Primary School, Dylways, London	SE5 8HP
DCPS:4025113148	The Dining Room, East End Road, Finchley	N3 3QE
DCPS:1421806600	At The Synagogue, Norrice Lea, Garden Suburb, London, N2 ORE, N2 ORE	
DCPS:3701079179	Ingrebourne Centre, Gubbins Lane, Romford	
DCPS:1797843362	Yr Hen Ysgol, Eglwyswrw, Eglwyswrw, Crymych	SA41 3SN
DCPS:3506266846	The Green, Totteridge, London	N20 8NX
DCPS:1703507053	Community Centre, 106 Brabazon Road, Heston	TW5 9LR
DCPS:3043175610	Newport School, Newport Road, London	E10 6PJ
DCPS:3957528047	Rose Community Centre, Hawthorn Road, Brentford	TW8 8NT
DCPS:3228260606	New Park Road Baptist Church, New Park Road, London	SW2 4LH
DCPS:1510354684	9 Alexandra Road, Muswell Hill, London	N10 2EY
DCPS:1171669840	Potters Road, New Barnet, Herts	EN5 5HY
DCPS:1399490541	ISLIP MANOR COMMUNITY CENTRE ARNOLD ROAD NORTHOLT	
DCPS:3210889244	Brickfield Lane, Barnet, Herts	EN5 3LD
DCPS:1147156431	Claremont Road, Cricklewood, London	NW2 1AB
DCPS:3117363774	OAKDALE INFANTS SCHOOL, WOODVILLE ROAD, South Woodford, LONDON	E18 1JU
DCPS:1233656792	Hartley Avenue, Mill Hill, London	NW7 2HX
DCPS:2654527366	Osterley Library, St Mary's Crescent, Isleworth	TW7 4NB
DCPS:4287006741	Battersea Ironsides Sports and Social Club, Openview (by junction with Burntwood Lane), London	
DCPS:2420558908	NSA Afan Development Centre, Bevin Avenue, Port Talbot	SA12 6JW
DCPS:3356075537	Cat Hill, Barnet, Herts	EN4 8JB
DCPS:2724150720	Air Training Corps, Ickenham Road, Ruislip	HA4 7DQ
DCPS:4223735441	St Anne's Catholic Primary School, Underwood Road, London	E1 5AW
DCPS:3017096818	Brentford Methodist Church Hall, Clifden Road, Brentford	TW8 0PB
DCPS:2200643604	St Barnabas Church Hall, St Barnabas Road, Sutton, SM1 4NP, St Barnabas	
DCPS:3742637267	Entrance To Hendon Crem, Holders Hill Road, Hendon, NW4, NW4	
DCPS:3605763031	South Harringay Infant School, Pemberton Road, Harringay, London	N4 1BA
DCPS:4210697638	Caravan at Simpson Road, Hounslow Heath, Simpson Road, Hounslow Heath, Twickenham	TW4 5QE
DCPS:1026479642	Old Coulsdon Centre for the Retired, Grange Park, Coulsdon Road, Coulsdon	
DCPS:1358700592	Portacabin - Brooklands Terrace, Culverhouse Cross	CF5 5TH
DCPS:2640182319	Hundleton Sports Pavillion, Hundleton, Pembroke	SA71 5RB
DCPS:4292016252	The Hub, High Street, Cambourne	CB23 6GW
DCPS:1030934962	Childs Hill, Cricklewood Lane, London	NW2 2TH
DCPS:2086016368	Llanilltyd Fawr Primary School, Ham Lane East, Llantwit Major	CF61 1TQ
DCPS:1199830710	Stackpole  V.c. School, Stackpole, Nr Pembroke	SA71 5DB
DCPS:1670323086	Friern Barnet Lane, Whetstone, London, N20 OLP, N20 OLP	
DCPS:3219815948	SOUTHGATE PARK PAVILION, TIR MEIBION LANE, SOUTHGATE, LLANTRISANT, PONTYCLUN	CF72 8DJ
DCPS:1231519692	Strawberry Vale, Finchley, London	N2 9BA
DCPS:3680154864	Albion Avenue, Muswell Hill, London	N10 1AQ
DCPS:1430225093	The Concourse, Grahame Park, London	NW9 5UY
DCPS:3029652662	145 Orange Hill Road, Edgware, Middlesex	HA8 0TR
DCPS:2650511882	Brunswick Park Road, Southgate, London, N11, N11	
DCPS:3858493108	North Chingford Methodist Church, Station Road, Waltham Forest, London	E4 7BJ
DCPS:1329608422	Crossway, North Finchley, London	N12 0QU
DCPS:4105991768	Walnut Tree Walk Primary School, Walnut Tree Walk, London	SE11 6DS
DCPS:1165050713	St Columba`s Catholic Church Hall, Queenhill Road, South Croydon	
DCPS:2390104696	Hill Top, Hampstead Garden Suburb, London	NW11 6EJ
DCPS:2141430798	Greyhound Hill, Hendon, London	NW4 4JH
DCPS:4130383634	All Saints Church, Main Road, Southerndown	CF32 0RW
DCPS:2022477342	St Clements and St James Primary School, Penzance Place, London	W11 4PG
DCPS:1918574292	Courtland Avenue, Mill Hill, London	NW7 3BG
DCPS:4255759215	Hale Drive, Mill Hill, London	NW7 3ED
DCPS:1025192680	Neighbourhood Resource Centre, 177 Park Lane, London	N17 0HJ
DCPS:4216478746	The Green School for Girls, Busch Corner, Isleworth	TW7 5BB
DCPS:4134776697	Weston Church Hall, Weston Lane	
DCPS:1974090834	Gloucester Road, New Barnet, Herts	EN5 1RS
DCPS:3557419467	The Public Library - Ashburton, Learning Village, Shirley Road,, Croydon,	
DCPS:2694765712	TYLORSTOWN WELFARE HALL, EAST ROAD, TYLORSTOWN, FERNDALE	CF43 3DA
DCPS:2714617328	Beacon Centre, Malcolm Jeffrey Place, Scott Crescent, Rayners Lane	
DCPS:1639897265	Portakabin, Junction of the Heights, And Gaylor Road, Northolt	
DCPS:3956417757	Knoll Drive, Southgate, London	N14 5NG
DCPS:1855858774	Chase Side, Southgate, London	N14 5HD
DCPS:3080741611	Balmoral Avenue/Regal Drive, Southgate, London, N11, N11	
DCPS:1466307155	Church Parlour, Sanderstead United Reformed Church, Sanderstead Hill, South Croydon	
DCPS:3205552730	FORSYTHIA CLOSE COMMUNITY CENTRE, GURNOS, MERTHYR TYDFIL	CF47 9DS
DCPS:3664911940	Camden Chinese Community Centre, Tavistock Place	WC1H 9SN
DCPS:3015906714	WOODFORD METHODIST CHURCH, DERBY ROAD, South Woodford, LONDON	E18 2PU
DCPS:2432710140	THE POLYGON ST MARYS CHURCH ST MARYS ROAD, W5	
DCPS:4010172550	Wyvil Primary School, Wyvil Road, London	SW8 2TJ
